index,title,url,video_id,uploader,uploader_id,uploader_url,upload_date,duration,view_count,like_count,comment_count,tags,categories,description,thumbnail,age_limit,is_live,was_live,availability,webpage_url,original_url,error
16,"Tutorials -Zac Hatfield-Dodds, Ryan Soklaski: Introduction to Property-Based Testing",https://www.youtube.com/watch?v=YwYIDpze52s,YwYIDpze52s,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,5480.0,1741.0,23.0,,,Education,"Has testing got you down? Ever spent a day writing tests, only to discover that you missed a bug because of some edge case you didn’t know about? Does it ever feel like writing tests is just a formality - that you already know your test cases will pass?

Property-based testing might be just what you need!

After this introduction to property-based testing, you’ll be comfortable with Hypothesis, a friendly but powerful property-based testing library. You’ll also known how to check and enforce robust properties in your code, and will have hands-on experience finding real bugs.

Where traditional example-based tests require you to write out each exact scenario to check - for example, assert divide(3, 4) == 0.75 - property-based tests are generalised and assisted. You describe what kinds of inputs are allowed, write a test that should pass for any of them, and Hypothesis does the rest!

from hypothesis import given, strategies as st

@given(a=st.integers(), b=st.integers())
def test_divide(a, b):
   result = a / b
   assert a == b * result
There’s the obvious ZeroDivisionError, fixable with b = st.integers().filter(lambda b: b != 0), but there’s another bug lurking. Can you see it? Hypothesis can!

Audience: This tutorial is for anybody who regularly writes tests in Python, and would like an easier and more effective way to do so. We assume that you are comfortable with traditional unit tests - reading, running, and writing; as well as familar with ideas like assertions. Most attendees will have heard ""given, when, then"" and ""arrange, act, assert"". You may or may not have heard of pre- and post-conditions - we will explain what ""property-based"" means without reference to Haskell or anything algebraic.",https://i.ytimg.com/vi/YwYIDpze52s/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=YwYIDpze52s,https://www.youtube.com/watch?v=YwYIDpze52s,
17,Tutorials - Trey Hunner: Intro to Python for Brand New Programmers,https://www.youtube.com/watch?v=v8o-7UICRNk,v8o-7UICRNk,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,8201.0,4635.0,77.0,1.0,,Education,"Brand new to programming and want to get some hands-on Python experience? Let's learn some Python together!

During this tutorial we will work through a number of programming exercises together. We'll be doing a lot of asking questions, taking guesses, trying things out, and seeking out help from others.

In this tutorial we'll cover:

- Types of things in Python: strings, numbers, lists
- Conditionally executing code
- Repeating code with loops
- Getting user input

This tutorial is intended to ease you into Python. Each exercise section is careful not to assume prior programming knowledge.

I expect you to have experience typing on computers and to have rudimentary math skills (just arithmetic). I am not expecting you to have experience with programming. We will define new terms as we use them

You'll leave this tutorial, having written a couple small programs Python yourself. Hopefully you'll also leave with a bit of excitement about what Python can do and curiosity to keep diving deeper.",https://i.ytimg.com/vi/v8o-7UICRNk/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=v8o-7UICRNk,https://www.youtube.com/watch?v=v8o-7UICRNk,
18,Tutorials - Reuven M. Lerner: Comprehending comprehensions,https://www.youtube.com/watch?v=qMv1ZD2V1A4,qMv1ZD2V1A4,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,8253.0,7043.0,169.0,10.0,,Education,"Comprehensions are one of the most important — and misunderstood — parts of Python. In this tutorial, I'll walk you through comprehensions, including how to write them, and why you would want to do so. By the time you finish this tutorial, you'll fully understand list, set and dict comprehensions, as well as nested comprehensions and generator expressions. You'll understand the differences between regular ""for"" loops and comprehensions, and where to use them.",https://i.ytimg.com/vi_webp/qMv1ZD2V1A4/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=qMv1ZD2V1A4,https://www.youtube.com/watch?v=qMv1ZD2V1A4,
19,Tutorials - Patrick Arminio: Build a production ready GraphQL API using Python,https://www.youtube.com/watch?v=cwE1CGb6DyA,cwE1CGb6DyA,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,8594.0,2856.0,37.0,,,Education,"This workshop will teach you how to create a production ready GraphQL API using Python and Strawberry. We will be using using Django as our framework of choice, but most of the concept will be applicable to other frameworks too.

We'll learn how GraphQL works under the hood, and how we can leverage type hints to create end to end type safe GraphQL queries.

We'll also learn how to authenticate users when using GraphQL and how to make sure our APIs are performant.

If we have enough time we'll take a look at doing realtime APIs using GraphQL subscriptions and how to use GraphQL with frontend frameworks such as React.",https://i.ytimg.com/vi/cwE1CGb6DyA/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=cwE1CGb6DyA,https://www.youtube.com/watch?v=cwE1CGb6DyA,
20,Tutorials - Simon Willison: Data analysis with SQLite and Python,https://www.youtube.com/watch?v=5TdIxxBPUSI,5TdIxxBPUSI,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,9954.0,8875.0,158.0,9.0,,Education,"SQLite is the world's most widely used database and has been a part of the Python standard library since 2006. It continues to evolve and offer more capabilities every year.

This tutorial will transform you into a SQLite power-user. You'll learn to use SQLite with Python, level up your SQL skills and take advantage of libraries such as sqlite-utils and tools such as Datasette to explore and analyze data in all kinds of shapes and sizes.

This hands-on tutorial will cover:

- The sqlite3 module in the Python standard library
- A review of SQL basics, plus advanced SQL features available in SQLite
- Using sqlite-utils for advanced manipulation of SQLite databases
- Datasette as a tool for exploring, analyzing and publishing data
- Applying the Baked Data architectural pattern to build a data application using Datasette and deploy it to the cloud
This tutorial is aimed at beginner-to-intermediate Python users with some previous exposure to basic SQL.

Attendees will leave this workshop with a powerful new set of tools for productively exploring, analyzing and publishing data.",https://i.ytimg.com/vi/5TdIxxBPUSI/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=5TdIxxBPUSI,https://www.youtube.com/watch?v=5TdIxxBPUSI,
21,Tutorials - Mario Munoz: Web Development With A Python-backed Frontend: Featuring HTMX and Tailwind,https://www.youtube.com/watch?v=YUoflPpVLjQ,YUoflPpVLjQ,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,8759.0,17234.0,342.0,6.0,,Education,"Want to bring hypermedia into your web design workflow, ditching the complexity of JSON-over-HTTP for a more RESTful approach?

Create and design your web application with htmx and spark joy in your design process. Splash in a little Tailwind CSS, too. (Ssshh. You're a Full-Stack Developer now.)",https://i.ytimg.com/vi_webp/YUoflPpVLjQ/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=YUoflPpVLjQ,https://www.youtube.com/watch?v=YUoflPpVLjQ,
22,"Tutorials - Leah Berg, Ray: Feature Engineering is for Everyone!",https://www.youtube.com/watch?v=C0_bh_5C5ro,C0_bh_5C5ro,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,8194.0,2233.0,30.0,,,Education,"In Machine Learning, features are the inputs for a machine learning model. Feature Engineering is the process of creating features from raw data and selecting the best features for a model. However, it is not just a tool for Data Scientists - Data Analysts and Developers can use it too.

In this tutorial, we will create features that can be used for creating Data Visualizations, Rules Based Automations, and Machine Learning Models. Attendees will learn how to explore, create and select features from various data types such as “discrete/categorical” and “continuous” data. Attendees will learn techniques such as One-hot encodings for categories, text vectorization, date manipulation and more.

By the end of this tutorial, attendees will understand how to create features for their projects.",https://i.ytimg.com/vi_webp/C0_bh_5C5ro/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=C0_bh_5C5ro,https://www.youtube.com/watch?v=C0_bh_5C5ro,
23,"Tutorials - Pavithra Eswaramoorthy, Dharhas Pothina: Data of Unusual Size: Interactive Visualization",https://www.youtube.com/watch?v=a94qqU6rpyE,a94qqU6rpyE,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,11205.0,1523.0,16.0,2.0,,Education,"While most folks aren't at the scale of cloud giants or black hole research teams that analyze Petabytes of data every day, you can easily fall into a situation where your laptop doesn't have quite enough power to do the analytics you need.

""Big data"" refers to any data that is too large to handle comfortably with your current tools and infrastructure. As the leading language for data science, Python has many mature options that allow you to work with datasets that are orders of magnitudes larger than what can fit into a typical laptop's memory.

In this hands-on tutorial, you will learn the fundamentals of analyzing massive datasets with real-world examples on actual powerful machines on a public cloud – starting from how the data is stored and read, to how it is processed and visualized.

You will understand how large-scale analysis differs from local workflows, the unique challenges associated with scale, and some best practices to work productively with your data. By the end, you will be able to answer:

What makes some data formats more efficient at scale? Why, how, and when (and when not) to leverage parallel and distributed computation (primarily with Dask) for your work? How to manage cloud storage, resources, and costs effectively? How interactive visualization can make large and complex data more understandable (primarily with hvPlot)? How to comfortably collaborate on data science projects with your entire team?

The tutorial focuses on the reasoning, intuition, and best practices around big data workflows, while covering the practical details of Python libraries like Dask and hvPlot that are great at handling large data. It includes plenty of exercises to help you build a foundational understanding within three hours.",https://i.ytimg.com/vi/a94qqU6rpyE/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=a94qqU6rpyE,https://www.youtube.com/watch?v=a94qqU6rpyE,
24,Tutorials - Lisa Carpenter: How to create beautiful interactive GUIs and web apps,https://www.youtube.com/watch?v=cw44529_OU8,cw44529_OU8,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,7085.0,6780.0,100.0,4.0,,Education,"In this 3.5 hour tutorial, attendees will learn how to use the streamlit library in Python to create interactive graphical user interfaces (GUIs) for their data science projects. Through a series of hands-on exercises, attendees will gain practical experience using streamlit to build and customize their own interactive GUIs.

The tutorial will begin by introducing attendees to the basics of streamlit, including how to install and set up the library, as well as the key concepts and components of streamlit applications. Attendees will then learn how to use streamlit to create simple, yet effective, GUIs for their data science projects, including how to display and interact with data, add text and images, and create custom layouts and widgets.

As the tutorial progresses, attendees will have the opportunity to work on more advanced topics, such as using streamlit to create custom interactive plots and charts, and integrating streamlit with other popular libraries such as Pandas and Altair. By the end of the tutorial, attendees will have a solid understanding of how to use streamlit to create effective and engaging interactive GUIs for their own data science projects.

The tutorial will be led by an experienced data scientist with a strong background in Python and streamlit, and will include plenty of hands-on exercises to help attendees apply what they learn in a practical setting. Attendees will also have access to detailed tutorial materials and code samples, as well as support from the instructor and other attendees throughout the tutorial.",https://i.ytimg.com/vi_webp/cw44529_OU8/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=cw44529_OU8,https://www.youtube.com/watch?v=cw44529_OU8,
25,Tutorials - Ted Patrick: Writing Serverless Python Web Apps with PyScript,https://www.youtube.com/watch?v=RVmltK006CU,RVmltK006CU,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,10528.0,4884.0,83.0,6.0,,Education,"Python web applications running in the browser or mobile without a Server? What seemed to be a dream just a few months ago is not possible thanks to PyScript. It is now possible to write websites, apps, and games running entirely on the browser.

This Tutorial is an introduction to PyScript and will walk you through learning about basic concepts, how to set up your project and create amazing applications. More specifically: - Create your project configuration - Define a python environment with all the dependencies to run your code - Loading and manipulating with user data - Writing your python code - Accessing the DOM and other browser features - Using Javascript libraries from your Python application - Optimizing your application - Look at what’s different between “standard” python vs. Python on the browser - Have a lot of fun and hack together on your ideas!",https://i.ytimg.com/vi_webp/RVmltK006CU/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=RVmltK006CU,https://www.youtube.com/watch?v=RVmltK006CU,
26,Tutorials - Ítalo Epifânio: Write your first package using literate programming,https://www.youtube.com/watch?v=ecH_hJr7NB4,ecH_hJr7NB4,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,6641.0,1076.0,13.0,1.0,,Education,"Literate programming is a programming paradigm that incorporates explanations in natural language (such as Spanish) embedded with the traditional code. Literate programming allows developers to tell a story with their codes, improving the understanding of the project, focusing on documentation, and making it easier to onboard developers. Although being a very well-regarded concept discussed by respected researchers like Donald Knuth, literate programming tools like Jupyter notebooks are considered inefficient for serious software development. This perception has limited Jupyter notebooks to simple python scripts and educational materials.

The Nbdev library has proven that literate programming is useful in developing big and serious projects, like FastAi. This tutorial will show attendees how to get the benefits of literate programming while also following software development best practices. We'll get hands-on experience in writing and publishing a Python Package while using Jupyter Notebooks. In addition to publishing the package, we'll also learn how to deploy the docs, run simple tests and run these tests on CI/CD, making sure that our package will only get published if the tests pass.

Even though this tutorial uses Jupyter Notebooks and Nbdev the student doesn't need previous knowledge of these tools. A simple computer with Python and pip installed is all we'll use. Students should have some minimal Python knowledge and Git experience (Simple commands like push, pull, add and commit). A GitHub account will also be necessary.",https://i.ytimg.com/vi/ecH_hJr7NB4/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=ecH_hJr7NB4,https://www.youtube.com/watch?v=ecH_hJr7NB4,
27,Tutorials - Mike Müller: The How and Why of Object-oriented Programming in Python,https://www.youtube.com/watch?v=nTgKbiWg-YY,nTgKbiWg-YY,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,9933.0,4007.0,63.0,,,Education,"Python supports multiple programming paradigms. You can write procedural programs, use functional programming features, or use the full power object-oriented programming.

In this tutorial you will learn how to get the most out of object-oriented programming. After this tutorial you will able to:

- design you own objects
- take advantage of inheritance for code re-use
- implement special methods for pythonic objects
- convert programs from a procedural to a object-oriented approach

This tutorial is based on a small but comprehensive example. Starting from a procedural solution with lists and dictionaries, the tutorial gradually introduces how to create own objects to solve the same problem. The next steps introduce the concepts of inheritance and special methods to take full advantage of object-oriented programming.",https://i.ytimg.com/vi/nTgKbiWg-YY/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=nTgKbiWg-YY,https://www.youtube.com/watch?v=nTgKbiWg-YY,
28,Tutorials - Geir Arne Hjelle: Introduction to Decorators: Power Up Your Python Code,https://www.youtube.com/watch?v=wHpphKNegSI,wHpphKNegSI,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,8480.0,2974.0,53.0,2.0,,Education,"You can use decorators in your Python code to change the behavior of one or several functions. Many popular libraries are based on decorators. For example, you can use decorators to register functions as web endpoints, mark functions for JIT compilation, or profile your functions.

Using decorators makes your code simpler and more readable. However, to unlock the full capability of decorators, you should also be comfortable writing your own. In this tutorial, you'll learn how decorators work under the hood, and you'll get plenty of practice writing your own decorators.

You'll be introduced to necessary background information about how functions are first-class objects in Python and how you can define inner functions. You'll learn how to unwrap the @decorator syntactic sugar and how to write solid decorators that you can use in your code.

Being comfortable with using and creating decorators will make you a more efficient Python programmer.",https://i.ytimg.com/vi/wHpphKNegSI/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=wHpphKNegSI,https://www.youtube.com/watch?v=wHpphKNegSI,
29,Tutorials - Cheuk Ting Ho: Power up your work with compiling and profiling,https://www.youtube.com/watch?v=uI6T0y4Vbyc,uI6T0y4Vbyc,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,5581.0,1412.0,9.0,,,Education,"Have you been troubled by Python code that took too long to run? Do you want to know why and how to improve?

In this workshop, we will introduce Numba - a JIT compiler that is designed to speed up numerical calculations. Most people found all of it is like a mystery - It sounds like magic, but how does it work? Under what conditions does it work? And because of it, new users found it hard to start using it and it requires a steep learning curve to get the hang of it. This workshop will provide all the knowledge that you need to make Numba works for you.

This workshop is for Data scientists or developers who have math-heavy code that would like to speed up with the benefit of Numpy and Numba.",https://i.ytimg.com/vi_webp/uI6T0y4Vbyc/maxresdefault.webp,0.0,False,False,public,https://www.youtube.com/watch?v=uI6T0y4Vbyc,https://www.youtube.com/watch?v=uI6T0y4Vbyc,
30,"Tutorials - Olga Matoula, Aya Elsayed: Automate Documentation with Sphinx & GitHub Actions",https://www.youtube.com/watch?v=_K6cLQufv9k,_K6cLQufv9k,PyCon US,@PyConUS,https://www.youtube.com/@PyConUS,20230602,2745.0,1450.0,22.0,1.0,,Education,"You've built an awesome API; time to give it some exposure! But, how do you keep a documentation website up-to-date as your code evolves? This tutorial will teach you how to write, generate, host, automate and version your documentation easily so it becomes part of your software development life cycle.",https://i.ytimg.com/vi/_K6cLQufv9k/maxresdefault.jpg,0.0,False,False,public,https://www.youtube.com/watch?v=_K6cLQufv9k,https://www.youtube.com/watch?v=_K6cLQufv9k,
