0
""
"{'index': 2, 'title': '[PyBR2022] Abertura da Python Brasil 2022', 'url': 'https://www.youtube.com/watch?v=sXWD4KHn9Ys', 'video_id': 'sXWD4KHn9Ys', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221020', 'duration': 932, 'view_count': 1643, 'like_count': 138, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/sXWD4KHn9Ys/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=sXWD4KHn9Ys', 'original_url': 'https://www.youtube.com/watch?v=sXWD4KHn9Ys'}"
"{'index': 13, 'title': 'Palestras relâmpago - Sábado - 22/10 [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=NvU-9XTmfO8', 'video_id': 'NvU-9XTmfO8', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 6235, 'view_count': 545, 'like_count': 46, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/NvU-9XTmfO8/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=NvU-9XTmfO8', 'original_url': 'https://www.youtube.com/watch?v=NvU-9XTmfO8'}"
"{'index': 14, 'title': 'Sistemas de Recomendação e Computação Urbana, morreu de colar - Alice Adativa [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=G1XAtvv8IHw', 'video_id': 'G1XAtvv8IHw', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2256, 'view_count': 247, 'like_count': 17, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/G1XAtvv8IHw/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=G1XAtvv8IHw', 'original_url': 'https://www.youtube.com/watch?v=G1XAtvv8IHw'}"
"{'index': 15, 'title': 'Using Redis Queue to Schedule International Space Station Emails - Samuel Agnew [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=y97ByMg9tgA', 'video_id': 'y97ByMg9tgA', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 1965, 'view_count': 279, 'like_count': 15, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/y97ByMg9tgA/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=y97ByMg9tgA', 'original_url': 'https://www.youtube.com/watch?v=y97ByMg9tgA'}"
"{'index': 16, 'title': 'Uma abordagem educacional multidisciplinar por meio do Python - Karla Pereira [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=raF4AFfUdso', 'video_id': 'raF4AFfUdso', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2289, 'view_count': 145, 'like_count': 8, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/raF4AFfUdso/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=raF4AFfUdso', 'original_url': 'https://www.youtube.com/watch?v=raF4AFfUdso'}"
"{'index': 17, 'title': 'CD4ML: Continous Delivery for Machine Learning - Eduardo Santos [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=2ol_dlVSTfQ', 'video_id': '2ol_dlVSTfQ', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2995, 'view_count': 626, 'like_count': 34, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/2ol_dlVSTfQ/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=2ol_dlVSTfQ', 'original_url': 'https://www.youtube.com/watch?v=2ol_dlVSTfQ'}"
"{'index': 18, 'title': 'Como a computação pode combater a discriminação algorítmica - Carla Vieira [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=eMaAK3Olxh0', 'video_id': 'eMaAK3Olxh0', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2472, 'view_count': 313, 'like_count': 25, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/eMaAK3Olxh0/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=eMaAK3Olxh0', 'original_url': 'https://www.youtube.com/watch?v=eMaAK3Olxh0'}"
"{'index': 19, 'title': 'Cooperação internacional dentro da comunidade Python - Débora Azevedo [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=dd8Spona1_0', 'video_id': 'dd8Spona1_0', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2471, 'view_count': 397, 'like_count': 16, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/dd8Spona1_0/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=dd8Spona1_0', 'original_url': 'https://www.youtube.com/watch?v=dd8Spona1_0'}"
"{'index': 20, 'title': 'Observabilidade usando Datadog em aplicações Serverless - Leticia Santos [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=K9B4l4S1A3o', 'video_id': 'K9B4l4S1A3o', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2293, 'view_count': 399, 'like_count': 24, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/K9B4l4S1A3o/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=K9B4l4S1A3o', 'original_url': 'https://www.youtube.com/watch?v=K9B4l4S1A3o'}"
"{'index': 21, 'title': 'Escrevendo testes melhores com Model-bakery - Higor Monteiro [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=ZW_II-ldRNE', 'video_id': 'ZW_II-ldRNE', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2379, 'view_count': 465, 'like_count': 28, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/ZW_II-ldRNE/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=ZW_II-ldRNE', 'original_url': 'https://www.youtube.com/watch?v=ZW_II-ldRNE'}"
"{'index': 22, 'title': 'Keynote: Lidiane Monteiro - Sábado - Dia 22/10 [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=6Q7yV4BoKnw', 'video_id': '6Q7yV4BoKnw', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 4465, 'view_count': 490, 'like_count': 61, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/6Q7yV4BoKnw/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=6Q7yV4BoKnw', 'original_url': 'https://www.youtube.com/watch?v=6Q7yV4BoKnw'}"
"{'index': 23, 'title': 'Como rodamos 1300+ aplicações python em produção dentro da Globo [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=gyLS37NVQHw', 'video_id': 'gyLS37NVQHw', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2078, 'view_count': 715, 'like_count': 41, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/gyLS37NVQHw/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=gyLS37NVQHw', 'original_url': 'https://www.youtube.com/watch?v=gyLS37NVQHw'}"
"{'index': 24, 'title': 'Não confie na memória: gestão de conhecimento pra desenvolvedores - Hugo Bessa [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=N1AobusC7_w', 'video_id': 'N1AobusC7_w', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2060, 'view_count': 498, 'like_count': 47, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/N1AobusC7_w/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=N1AobusC7_w', 'original_url': 'https://www.youtube.com/watch?v=N1AobusC7_w'}"
"{'index': 25, 'title': 'Vamos falar sobre JWT - Jessica Temporal [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=Z8eovRPGRsc', 'video_id': 'Z8eovRPGRsc', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2334, 'view_count': 323, 'like_count': 31, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/Z8eovRPGRsc/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=Z8eovRPGRsc', 'original_url': 'https://www.youtube.com/watch?v=Z8eovRPGRsc'}"
"{'index': 26, 'title': 'BINGO! Automatizando criação de cartelas com Pillow - Alynne Ferreira [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=7mVqRIJGa2Q', 'video_id': '7mVqRIJGa2Q', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2576, 'view_count': 583, 'like_count': 28, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/7mVqRIJGa2Q/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=7mVqRIJGa2Q', 'original_url': 'https://www.youtube.com/watch?v=7mVqRIJGa2Q'}"
"{'index': 27, 'title': 'Refatoração: boas práticas e automação - Ruan Comelli [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=DNsWPcGgi3c', 'video_id': 'DNsWPcGgi3c', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2495, 'view_count': 573, 'like_count': 45, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nSe inscreve no evento:\nhttps://tr.ee/SVmTV6cpnK\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/DNsWPcGgi3c/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=DNsWPcGgi3c', 'original_url': 'https://www.youtube.com/watch?v=DNsWPcGgi3c'}"
"{'index': 28, 'title': 'Acessando e utilizando dados públicos: que direitos eu tenho? - Bruno Marassutti [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=CgK5ddYx1Hg', 'video_id': 'CgK5ddYx1Hg', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221022', 'duration': 2326, 'view_count': 339, 'like_count': 30, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/CgK5ddYx1Hg/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=CgK5ddYx1Hg', 'original_url': 'https://www.youtube.com/watch?v=CgK5ddYx1Hg'}"
"{'index': 29, 'title': 'Keynote: Elloá Guedes - Sexta-feira - Dia 21/10  [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=FY20OF1xS58', 'video_id': 'FY20OF1xS58', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2838, 'view_count': 764, 'like_count': 68, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/FY20OF1xS58/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=FY20OF1xS58', 'original_url': 'https://www.youtube.com/watch?v=FY20OF1xS58'}"
"{'index': 30, 'title': 'Palestras relâmpago - Sexta-feira - 21/10 [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=eclJ687v5JE', 'video_id': 'eclJ687v5JE', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2775, 'view_count': 367, 'like_count': 25, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/eclJ687v5JE/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=eclJ687v5JE', 'original_url': 'https://www.youtube.com/watch?v=eclJ687v5JE'}"
"{'index': 31, 'title': 'PostgreSQL além do Django: desempenho máximo - Álvaro Justen [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=tS5f7Mo6lTA', 'video_id': 'tS5f7Mo6lTA', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2820, 'view_count': 983, 'like_count': 80, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/tS5f7Mo6lTA/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=tS5f7Mo6lTA', 'original_url': 'https://www.youtube.com/watch?v=tS5f7Mo6lTA'}"
"{'index': 32, 'title': 'Psicologia e Python: das oportunidades aos desafios - Sara Tuyani [PyBR2022]', 'url': 'https://www.youtube.com/watch?v=PLNyr9U798o', 'video_id': 'PLNyr9U798o', 'uploader': 'pythonbrasil', 'uploader_id': '@pythonbrasiloficial', 'uploader_url': 'https://www.youtube.com/@pythonbrasiloficial', 'upload_date': '20221021', 'duration': 2371, 'view_count': 421, 'like_count': 28, 'comment_count': None, 'tags': ['pythonbrasil', 'apyb', 'pythonbrasil[6]', 'python', 'django', 'plone', 'zope', 'web2py', 'pyscience', 'numpy'], 'categories': ['Science & Technology'], 'description': 'Python Brasil 2022 a maior conferência da linguagem de programação Python da América Latina.\n\nPara mais informações, consulte:\nhttps://2022.pythonbrasil.org.br/\n\nInscreva-se no evento:\nhttps://bit.ly/pybr2022\n\nLink para o nosso discord:\nhttps://discord.gg/NfE7VDGbJn\n\nNosso Código de Conduta pode ser encontrado aqui:\nhttps://2022.pythonbrasil.org.br/cdc', 'thumbnail': 'https://i.ytimg.com/vi/PLNyr9U798o/maxresdefault.jpg', 'age_limit': 0, 'is_live': False, 'was_live': True, 'availability': 'public', 'webpage_url': 'https://www.youtube.com/watch?v=PLNyr9U798o', 'original_url': 'https://www.youtube.com/watch?v=PLNyr9U798o'}"
